Fecha,Viajero
2009-01-01,8495.004015575567
2009-02-01,6972.0
2009-03-01,12785.024596235648
2009-04-01,7681.602680374304
2009-05-01,5112.796082130378
2009-06-01,8135.124658869394
2009-07-01,5673.67916212595
2009-08-01,10293.109044197567
2009-09-01,7955.319227172692
2009-10-01,14384.071163360097
2009-11-01,18019.920823910867
2009-12-01,15232.967488603832
2010-01-01,13020.890995376009
2010-02-01,10600.969619282469
2010-03-01,8012.539753627781
2010-04-01,11633.394301779903
2010-05-01,9106.564500206263
2010-06-01,8449.17585462329
2010-07-01,8911.784278168912
2010-08-01,10326.606357475835
2010-09-01,10143.996334955009
2010-10-01,18005.04406735455
2010-11-01,18180.978217673757
2010-12-01,18585.315104293313
2011-01-01,16801.700921936066
2011-02-01,13547.62732936377
2011-03-01,20310.42753878198
2011-04-01,14731.218445254177
2011-05-01,7714.875303259098
2011-06-01,8690.502582096271
2011-07-01,8770.89784100263
2011-08-01,9566.694929919055
2011-09-01,8411.243541119105
2011-10-01,16627.45964166415
2011-11-01,17728.145314336274
2011-12-01,24439.376617663314
2012-01-01,17427.388165146796
2012-02-01,14399.908337665209
2012-03-01,21377.610678639103
2012-04-01,14321.41661976966
2012-05-01,8171.2062087074955
2012-06-01,8588.931034792991
2012-07-01,8587.082738209678
2012-08-01,10095.158279859923
2012-09-01,8677.35547549452
2012-10-01,16120.384733132234
2012-11-01,19402.10994344981
2012-12-01,22398.203310250927
2013-01-01,17451.08785592601
2013-02-01,14387.069933539831
2013-03-01,21269.34641002026
2013-04-01,14087.453522884494
2013-05-01,8188.741537656777
2013-06-01,8595.164423710317
2013-07-01,8570.151194019738
2013-08-01,10262.737946200365
2013-09-01,8711.082870681143
2013-10-01,16342.97904561178
2013-11-01,19561.836408017574
2013-12-01,22600.987759331427
2014-01-01,18039.78835417185
2014-02-01,15243.972921006252
2014-03-01,21845.667590808003
2014-04-01,14661.303907846199
2014-05-01,8709.174391534392
2014-06-01,9188.618773515722
2014-07-01,9570.814735028005
2014-08-01,11010.053461274845
2014-09-01,9335.86306182472
2014-10-01,19247.147746055496
2014-11-01,29226.50628007249
2014-12-01,29259.904885801363
2015-01-01,19823.727561687054
2015-02-01,16607.157297515954
2015-03-01,19680.83270269797
2015-04-01,20030.96913070996
2015-05-01,20238.582435277054
2015-06-01,19115.191745255015
2015-07-01,18526.576621766013
2015-08-01,17456.48837079715
2015-09-01,15328.82839523403
2015-10-01,18240.489542234023
2015-11-01,20276.376851527
2015-12-01,28123.736510934992
2016-01-01,25325.573426412084
2016-02-01,23524.72988030408
2016-03-01,33787.47013832989
2016-04-01,19559.927260291373
2016-05-01,20744.560807432503
2016-06-01,14983.162023586894
2016-07-01,20778.54958151395
2016-08-01,21721.045958486782
2016-09-01,8881.188665060565
2016-10-01,32503.60233750321
2016-11-01,41278.35216495512
2016-12-01,48532.378070335006
2017-01-01,34314.186988078945
2017-02-01,25529.679291944358
2017-03-01,27870.924368038526
2017-04-01,53127.00000000005
2017-05-01,25235.87625171837
2017-06-01,15384.790471552182
2017-07-01,18803.031343891762
2017-08-01,24690.49772480251
2017-09-01,11715.811354251186
2017-10-01,14868.387929038585
2017-11-01,23647.44902769982
2017-12-01,30173.324112642993
2018-01-01,27494.22845422962
2018-02-01,24925.212071901675
2018-03-01,43928.81091748901
2018-04-01,38480.30091298559
2018-05-01,28847.818993960507
2018-06-01,38958.81749704991
2018-07-01,32307.90326091088
2018-08-01,43164.832262970514
2018-09-01,27167.941968014613
2018-10-01,24455.102528009997
2018-11-01,24415.40091470499
2018-12-01,33262.43059277584
2019-01-01,39476.0
2019-02-01,30078.93650793651
2019-03-01,38812.56756756757
2019-04-01,38339.0
2019-05-01,28766.0
2019-06-01,35950.0
2019-07-01,34076.0
2019-08-01,38419.393939393936
2019-09-01,34013.0
2019-10-01,23336.0
2019-11-01,24752.0
2019-12-01,41912.93
2020-01-01,47132.0
2020-02-01,36282.87096774193
2020-03-01,15053.0
2020-04-01,1898.0
2020-05-01,2139.0
2020-06-01,2600.0
2020-07-01,2662.0
2020-08-01,2735.0
2020-09-01,963.0
2020-10-01,282.1000000000001
2020-11-01,151.0
2020-12-01,14.0
2021-01-01,2646.0
2021-02-01,677.0
2021-03-01,3165.0
