Año,Mes cod,Mes,Vía,Frontera,País,Región,Región dos,Regiones OMT,MCEO,Agrupación Residencia,Tipo de Viajero,Viajero,Fecha
2018,1,Ene,Terrestre,14 Tecún Umán,Honduras,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Honduras,Viajero,111.36587,2018-01-01
2018,1,Ene,Terrestre,14 Tecún Umán,Irlanda,OTROS EUROPEOS,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,5.105099999999998,2018-01-01
2018,1,Ene,Terrestre,14 Tecún Umán,Israel,ORIENTE MEDIO,Oriente Medio,EUROPA MEDITERRÁNEA ORIENTAL,06 RESTO DEL MUNDO,Resto del Mundo,Viajero,1.0,2018-01-01
2018,1,Ene,Terrestre,14 Tecún Umán,Italia,EUROPA,Europa,EUROPA MERIDIONAL,04 EUROPA,Europa,Turista,23.82379999999999,2018-01-01
2018,1,Ene,Terrestre,14 Tecún Umán,Japón,ASIA,Asia,ASIA DEL NORDESTE,06 RESTO DEL MUNDO,Resto del Mundo,Viajero,5.0,2018-01-01
2018,1,Ene,Terrestre,14 Tecún Umán,Micronesia (Estados Federados de),OTROS OCEANÍA,Oceanía,MICRONESIA,08 OTROS,Resto del Mundo,Viajero,2.0,2018-01-01
2018,1,Ene,Terrestre,14 Tecún Umán,Montserrat,OTROS CARIBEÑOS,América Del Sur y el Caribe,EL CARIBE,08 OTROS,Resto del Mundo,Viajero,1.0,2018-01-01
2018,1,Ene,Terrestre,14 Tecún Umán,México,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,México,Excursionista,345.7346528725312,2018-01-01
2018,1,Ene,Terrestre,14 Tecún Umán,México,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,México,Turista,212.5492720825853,2018-01-01
2018,1,Ene,Terrestre,14 Tecún Umán,México,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,México,Viajero,457.9387750448824,2018-01-01
2018,1,Ene,Terrestre,14 Tecún Umán,Nicaragua,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Resto de Centro América,Viajero,64.0,2018-01-01
2018,1,Ene,Terrestre,14 Tecún Umán,Panamá,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Resto de Centro América,Viajero,31.0,2018-01-01
2018,1,Ene,Terrestre,14 Tecún Umán,Paraguay,OTROS SUDAMERICANOS,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,3.0,2018-01-01
2018,1,Ene,Terrestre,14 Tecún Umán,Países Bajos,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,8.508499999999998,2018-01-01
2018,1,Ene,Terrestre,14 Tecún Umán,Perú,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Viajero,7.0,2018-01-01
2018,1,Ene,Terrestre,14 Tecún Umán,Polonia,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,5.105099999999998,2018-01-01
2018,1,Ene,Terrestre,14 Tecún Umán,Portugal,OTROS EUROPEOS,Europa,EUROPA MERIDIONAL,08 OTROS,Europa,Turista,5.105099999999998,2018-01-01
2018,1,Ene,Terrestre,14 Tecún Umán,Reino Unido de Gran Bretaña e Irlanda del Norte,EUROPA,Europa,EUROPA DEL NORTE,04 EUROPA,Europa,Turista,10.2102,2018-01-01
2018,1,Ene,Terrestre,14 Tecún Umán,República Checa,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Viajero,1.7017,2018-01-01
2018,1,Ene,Terrestre,14 Tecún Umán,República Dominicana,EL CARIBE,América Del Sur y el Caribe,EL CARIBE,08 OTROS,Resto del Mundo,Viajero,3.0,2018-01-01
2018,1,Ene,Terrestre,14 Tecún Umán,República de Corea,ASIA,Asia,ASIA DEL NORDESTE,08 OTROS,Resto del Mundo,Viajero,5.0,2018-01-01
2018,1,Ene,Terrestre,14 Tecún Umán,Suiza,EUROPA,Europa,EUROPA OCCIDENTAL,08 OTROS,Europa,Turista,13.0,2018-01-01
2018,1,Ene,Terrestre,14 Tecún Umán,Tailandia,OTROS ASIA,Asia,ASIA DEL SUDESTE,08 OTROS,Resto del Mundo,Viajero,1.0,2018-01-01
2018,1,Ene,Terrestre,14 Tecún Umán,Taiwan,ASIA,Asia,ASIA DEL NORDESTE,08 OTROS,Resto del Mundo,Viajero,5.0,2018-01-01
2018,1,Ene,Terrestre,14 Tecún Umán,Turquía,OTROS EUROPEOS,Europa,EUROPA MEDITERRÁNEA ORIENTAL,08 OTROS,Europa,Turista,3.403399999999999,2018-01-01
2018,1,Ene,Terrestre,14 Tecún Umán,Uruguay,OTROS SUDAMERICANOS,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,4.0,2018-01-01
2018,1,Ene,Terrestre,14 Tecún Umán,Venezuela (República Bolivariana de),AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Viajero,41.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Alemania,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,26.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Argentina,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,03 SUDAMÉRICA,Suramérica,Turista,22.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Australia,OCEANÍA,Oceanía,AUSTRALASIA,06 RESTO DEL MUNDO,Resto del Mundo,Turista,16.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Austria,EUROPA,Europa,EUROPA OCCIDENTAL,08 OTROS,Europa,Turista,6.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Bolivia (Estado Plurinacional de),OTROS SUDAMERICANOS,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,0.9999999999999999,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Brasil,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,03 SUDAMÉRICA,Suramérica,Turista,12.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Bulgaria,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,1.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Bélgica,EUROPA,Europa,EUROPA OCCIDENTAL,08 OTROS,Europa,Turista,7.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Canadá,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Canadá,Turista,71.11111111111111,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Canadá,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Canadá,Viajero,8.88888888888889,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Chile,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,9.999999999999998,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,China,ASIA,Asia,ASIA DEL NORDESTE,05 BRICS,Resto del Mundo,Turista,2.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Colombia,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,03 SUDAMÉRICA,Suramérica,Turista,93.99999999999999,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Costa Rica,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Resto de Centro América,Turista,5.636363636363638,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Costa Rica,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Resto de Centro América,Viajero,56.36363636363637,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Croacia,OTROS EUROPEOS,Europa,EUROPA MERIDIONAL,08 OTROS,Europa,Turista,1.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Cuba,EL CARIBE,América Del Sur y el Caribe,EL CARIBE,08 OTROS,Resto del Mundo,Turista,1.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Dinamarca,EUROPA,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,1.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Ecuador,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,0.9999999999999999,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,El Salvador,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,El Salvador,Excursionista,10.27941176470588,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,El Salvador,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,El Salvador,Turista,154.1911764705882,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,El Salvador,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,El Salvador,Viajero,68.5294117647059,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Eslovaquia,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,6.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,España,EUROPA,Europa,EUROPA MERIDIONAL,04 EUROPA,Europa,Turista,48.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Estados Unidos de América,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Estados Unidos de América,Turista,666.8125,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Estados Unidos de América,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Estados Unidos de América,Viajero,14.1875,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Federación de Rusia,EUROPA,Europa,EUROPA CENTRAL/ORIENTAL,05 BRICS,Europa,Turista,10.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Fiji,OTROS OCEANÍA,Oceanía,MELANESIA,08 OTROS,Resto del Mundo,Turista,1.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Filipinas,OTROS ASIA,Asia,ASIA DEL SUDESTE,08 OTROS,Resto del Mundo,Turista,1.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Finlandia,OTROS EUROPEOS,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,2.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Francia,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,28.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Guatemala,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Guatemala,Excursionista,1145.090909090908,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Guatemala,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Guatemala,Turista,2486.727272727272,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Guatemala,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Guatemala,Viajero,128.1818181818182,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Honduras,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Honduras,Turista,128.88,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Honduras,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Honduras,Viajero,50.12,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Hungría,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,17.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Irlanda,OTROS EUROPEOS,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,6.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Israel,ORIENTE MEDIO,Oriente Medio,EUROPA MEDITERRÁNEA ORIENTAL,06 RESTO DEL MUNDO,Resto del Mundo,Turista,5.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Italia,EUROPA,Europa,EUROPA MERIDIONAL,04 EUROPA,Europa,Turista,22.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Japón,ASIA,Asia,ASIA DEL NORDESTE,06 RESTO DEL MUNDO,Resto del Mundo,Turista,6.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Malasia,OTROS ASIA,Asia,ASIA DEL SUDESTE,08 OTROS,Resto del Mundo,Turista,1.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Mongolia,OTROS ASIA,Asia,ASIA DEL NORDESTE,08 OTROS,Resto del Mundo,Turista,1.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,México,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,México,Excursionista,522.4891324009329,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,México,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,México,Turista,1121.068915151515,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,México,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,México,Viajero,532.634552447553,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Nicaragua,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Resto de Centro América,Turista,3.181818181818183,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Nicaragua,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Resto de Centro América,Viajero,31.81818181818182,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Noruega,EUROPA,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,1.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Nueva Zelanda,OCEANÍA,Oceanía,AUSTRALASIA,08 OTROS,Resto del Mundo,Turista,4.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,OTROS PAISES DEL MUNDO,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,OTROS EUROPA,08 OTROS,Resto del Mundo,Turista,1.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Panamá,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Resto de Centro América,Turista,1.272727272727273,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Panamá,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Resto de Centro América,Viajero,12.72727272727273,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Países Bajos,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,17.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Perú,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,6.999999999999999,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Polonia,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,5.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Reino Unido de Gran Bretaña e Irlanda del Norte,EUROPA,Europa,EUROPA DEL NORTE,04 EUROPA,Europa,Turista,20.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,República Dominicana,EL CARIBE,América Del Sur y el Caribe,EL CARIBE,08 OTROS,Resto del Mundo,Turista,2.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,República de Corea,ASIA,Asia,ASIA DEL NORDESTE,08 OTROS,Resto del Mundo,Turista,5.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,República de Moldova,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,1.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Rumania,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,1.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Suecia,EUROPA,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,5.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Suiza,EUROPA,Europa,EUROPA OCCIDENTAL,08 OTROS,Europa,Turista,14.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Uruguay,OTROS SUDAMERICANOS,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,2.0,2018-01-01
2018,1,Ene,Terrestre,15 El Carmen,Venezuela (República Bolivariana de),AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,36.99999999999999,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Alemania,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,102.0,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Argentina,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,03 SUDAMÉRICA,Suramérica,Turista,83.99999999999986,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Australia,OCEANÍA,Oceanía,AUSTRALASIA,06 RESTO DEL MUNDO,Resto del Mundo,Turista,112.5084000000003,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Austria,EUROPA,Europa,EUROPA OCCIDENTAL,08 OTROS,Europa,Turista,8.999999999999993,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Belice,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Belice,Viajero,1.0,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Brasil,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,03 SUDAMÉRICA,Suramérica,Turista,8.999999999999982,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Bulgaria,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,0.9999999999999992,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Bélgica,EUROPA,Europa,EUROPA OCCIDENTAL,08 OTROS,Europa,Turista,21.99999999999999,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Canadá,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Canadá,Turista,104.0625,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Canadá,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Canadá,Viajero,6.9375,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Chile,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,15.99999999999997,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,China,ASIA,Asia,ASIA DEL NORDESTE,05 BRICS,Resto del Mundo,Turista,11.63880000000004,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Chipre,OTROS EUROPEOS,Europa,EUROPA MEDITERRÁNEA ORIENTAL,08 OTROS,Europa,Turista,3.999999999999997,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Colombia,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,03 SUDAMÉRICA,Suramérica,Turista,54.99999999999988,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Congo,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA CENTRAL,08 OTROS,Resto del Mundo,Turista,1.293200000000005,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Costa Rica,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Resto de Centro América,Turista,35.0,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Croacia,OTROS EUROPEOS,Europa,EUROPA MERIDIONAL,08 OTROS,Europa,Turista,1.999999999999998,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Cuba,EL CARIBE,América Del Sur y el Caribe,EL CARIBE,08 OTROS,Resto del Mundo,Turista,2.586400000000009,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Dinamarca,EUROPA,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,20.99999999999999,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,El Salvador,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,El Salvador,Turista,16.0,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Eslovaquia,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,0.9999999999999992,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Eslovenia,OTROS EUROPEOS,Europa,EUROPA MERIDIONAL,08 OTROS,Europa,Turista,12.99999999999999,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,España,EUROPA,Europa,EUROPA MERIDIONAL,04 EUROPA,Europa,Turista,41.99999999999999,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Estados Unidos de América,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Estados Unidos de América,Turista,277.0000000000001,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Federación de Rusia,EUROPA,Europa,EUROPA CENTRAL/ORIENTAL,05 BRICS,Europa,Turista,6.999999999999995,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Filipinas,OTROS ASIA,Asia,ASIA DEL SUDESTE,08 OTROS,Resto del Mundo,Turista,2.586400000000009,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Francia,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,117.0,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Grecia,OTROS EUROPEOS,Europa,EUROPA MERIDIONAL,08 OTROS,Europa,Turista,3.999999999999997,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Guatemala,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Guatemala,Excursionista,65.84538653366583,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Guatemala,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Guatemala,Turista,322.8029925187031,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Guatemala,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Guatemala,Viajero,255.3516209476309,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Honduras,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Honduras,Turista,17.0,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Hungría,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,2.999999999999998,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,India,OTROS ASIA,Asia,ASIA MERIDIONAL,08 OTROS,Resto del Mundo,Turista,6.466000000000022,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Irlanda,OTROS EUROPEOS,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Viajero,9.999999999999993,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Israel,ORIENTE MEDIO,Oriente Medio,EUROPA MEDITERRÁNEA ORIENTAL,06 RESTO DEL MUNDO,Resto del Mundo,Turista,124.1472000000004,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Italia,EUROPA,Europa,EUROPA MERIDIONAL,04 EUROPA,Europa,Turista,47.99999999999999,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Japón,ASIA,Asia,ASIA DEL NORDESTE,06 RESTO DEL MUNDO,Resto del Mundo,Turista,37.50280000000014,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Kenia,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA ORIENTAL,08 OTROS,Resto del Mundo,Turista,2.586400000000009,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Lituania,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,2.999999999999998,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Malta,OTROS EUROPEOS,Europa,EUROPA MERIDIONAL,08 OTROS,Europa,Turista,0.9999999999999992,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Marruecos,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA DEL NORTE,08 OTROS,Resto del Mundo,Turista,1.293200000000005,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Mozambique,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA ORIENTAL,08 OTROS,Resto del Mundo,Turista,1.293200000000005,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,México,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,México,Excursionista,5.1602901378579,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,México,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,México,Turista,870.7989607635164,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,México,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,México,Viajero,340.5791490986217,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Nicaragua,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Resto de Centro América,Turista,10.0,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Noruega,EUROPA,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,5.999999999999996,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Nueva Zelanda,OCEANÍA,Oceanía,AUSTRALASIA,08 OTROS,Resto del Mundo,Turista,16.81160000000006,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Paraguay,OTROS SUDAMERICANOS,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,0.999999999999998,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Países Bajos,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,98.99999999999996,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Perú,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,9.99999999999998,2018-01-01
2018,1,Ene,Terrestre,16 La Mesilla,Polonia,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,15.99999999999999,2018-01-01
