Año,Mes cod,Mes,Vía,Frontera,País,Región,Región dos,Regiones OMT,MCEO,Agrupación Residencia,Tipo de Viajero,Viajero,Fecha
2009,1,Ene,Aérea,01 La Aurora,Albania,OTROS EUROPEOS,Europa,EUROPA MERIDIONAL,08 OTROS,Europa,Turista,1.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Alemania,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,716.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Angola,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA CENTRAL,08 OTROS,Resto del Mundo,Turista,4.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Arabia Saudita,OTROS ORIENTE MEDIO,Oriente Medio,ORIENTE MEDIO,08 OTROS,Resto del Mundo,Turista,5.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Argelia,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA DEL NORTE,08 OTROS,Resto del Mundo,Turista,1.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Argentina,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,03 SUDAMÉRICA,Suramérica,Turista,685.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Australia,OCEANÍA,Oceanía,AUSTRALASIA,06 RESTO DEL MUNDO,Resto del Mundo,Turista,204.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Austria,EUROPA,Europa,EUROPA OCCIDENTAL,08 OTROS,Europa,Turista,85.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Bahamas,OTROS CARIBEÑOS,América Del Sur y el Caribe,EL CARIBE,08 OTROS,Resto del Mundo,Turista,4.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Bangladesh,OTROS ASIA,Asia,ASIA MERIDIONAL,08 OTROS,Resto del Mundo,Turista,1.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Barbados,OTROS CARIBEÑOS,América Del Sur y el Caribe,EL CARIBE,08 OTROS,Resto del Mundo,Turista,1.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Belice,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Belice,Turista,67.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Benin,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA OCCIDENTAL,08 OTROS,Resto del Mundo,Turista,1.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Bielorrusia,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,2.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Bolivia (Estado Plurinacional de),OTROS SUDAMERICANOS,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,66.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Bosnia y Herzegovina,OTROS EUROPEOS,Europa,EUROPA MERIDIONAL,08 OTROS,Europa,Turista,5.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Botswana,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA AUSTRAL,08 OTROS,Resto del Mundo,Turista,4.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Brasil,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,03 SUDAMÉRICA,Suramérica,Turista,459.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Brunei Darussalam,OTROS ASIA,Asia,ASIA DEL SUDESTE,08 OTROS,Resto del Mundo,Turista,3.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Bulgaria,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,5.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Burkina Faso,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA OCCIDENTAL,08 OTROS,Resto del Mundo,Turista,1.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Bélgica,EUROPA,Europa,EUROPA OCCIDENTAL,08 OTROS,Europa,Turista,176.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Cabo Verde,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA OCCIDENTAL,08 OTROS,Resto del Mundo,Turista,1.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Camerún,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA CENTRAL,08 OTROS,Resto del Mundo,Turista,1.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Canadá,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Canadá,Turista,2123.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Chile,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,495.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,China,ASIA,Asia,ASIA DEL NORDESTE,05 BRICS,Resto del Mundo,Turista,118.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Colombia,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,03 SUDAMÉRICA,Suramérica,Turista,910.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Comoras,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA ORIENTAL,08 OTROS,Resto del Mundo,Turista,5.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Congo,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA CENTRAL,08 OTROS,Resto del Mundo,Turista,11.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Costa Rica,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Resto de Centro América,Turista,1966.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Croacia,OTROS EUROPEOS,Europa,EUROPA MERIDIONAL,08 OTROS,Europa,Turista,13.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Cuba,EL CARIBE,América Del Sur y el Caribe,EL CARIBE,08 OTROS,Resto del Mundo,Turista,227.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Côte d'Ivoire,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA OCCIDENTAL,08 OTROS,Resto del Mundo,Turista,2.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Dinamarca,EUROPA,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,174.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Djibouti,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA ORIENTAL,08 OTROS,Resto del Mundo,Turista,1.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Dominica,OTROS CARIBEÑOS,América Del Sur y el Caribe,EL CARIBE,08 OTROS,Resto del Mundo,Turista,2.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Ecuador,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,124.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Egipto,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ORIENTE MEDIO,08 OTROS,Resto del Mundo,Turista,13.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,El Salvador,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,El Salvador,Turista,986.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Emiratos Árabes Unidos,OTROS ORIENTE MEDIO,Oriente Medio,ORIENTE MEDIO,08 OTROS,Resto del Mundo,Turista,5.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Eritrea,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA ORIENTAL,08 OTROS,Resto del Mundo,Turista,1.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Eslovaquia,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,25.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Eslovenia,OTROS EUROPEOS,Europa,EUROPA MERIDIONAL,08 OTROS,Europa,Turista,8.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,España,EUROPA,Europa,EUROPA MERIDIONAL,04 EUROPA,Europa,Turista,1098.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Estado de Palestina,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ORIENTE MEDIO,08 OTROS,Resto del Mundo,Turista,1.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Estados Unidos de América,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Estados Unidos de América,Turista,19383.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Estonia,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,16.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Etiopía,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA ORIENTAL,08 OTROS,Resto del Mundo,Turista,3.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Federación de Rusia,EUROPA,Europa,EUROPA CENTRAL/ORIENTAL,05 BRICS,Europa,Turista,57.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Filipinas,OTROS ASIA,Asia,ASIA DEL SUDESTE,08 OTROS,Resto del Mundo,Turista,19.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Finlandia,OTROS EUROPEOS,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,84.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Francia,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,1208.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Gambia,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA OCCIDENTAL,08 OTROS,Resto del Mundo,Turista,2.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Georgia,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,1.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Ghana,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA OCCIDENTAL,08 OTROS,Resto del Mundo,Turista,1.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Grecia,OTROS EUROPEOS,Europa,EUROPA MERIDIONAL,08 OTROS,Europa,Turista,25.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Guam,OTROS OCEANÍA,Oceanía,MICRONESIA,08 OTROS,Resto del Mundo,Turista,4.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Guatemala,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Guatemala,Turista,39028.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Guinea,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA OCCIDENTAL,08 OTROS,Resto del Mundo,Turista,52.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Guinea Ecuatorial,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA CENTRAL,08 OTROS,Resto del Mundo,Turista,3.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Guinea-Bissau,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA OCCIDENTAL,08 OTROS,Resto del Mundo,Turista,1.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Guyana,OTROS SUDAMERICANOS,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,4.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Haití,OTROS CARIBEÑOS,América Del Sur y el Caribe,EL CARIBE,08 OTROS,Resto del Mundo,Turista,5.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Honduras,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Honduras,Turista,1051.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Hungría,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,18.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,India,OTROS ASIA,Asia,ASIA MERIDIONAL,08 OTROS,Resto del Mundo,Turista,39.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Indonesia,OTROS ASIA,Asia,ASIA DEL SUDESTE,08 OTROS,Resto del Mundo,Turista,7.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Irak,OTROS ORIENTE MEDIO,Oriente Medio,ORIENTE MEDIO,08 OTROS,Resto del Mundo,Turista,3.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Irlanda,OTROS EUROPEOS,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,58.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Irán (República Islámica del),OTROS ASIA,Asia,ASIA MERIDIONAL,08 OTROS,Resto del Mundo,Turista,5.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Islandia,OTROS EUROPEOS,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,2.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Islas Marshall,OTROS OCEANÍA,Oceanía,MICRONESIA,08 OTROS,Resto del Mundo,Turista,1.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Israel,ORIENTE MEDIO,Oriente Medio,EUROPA MEDITERRÁNEA ORIENTAL,06 RESTO DEL MUNDO,Resto del Mundo,Turista,344.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Italia,EUROPA,Europa,EUROPA MERIDIONAL,04 EUROPA,Europa,Turista,808.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Jamaica,OTROS CARIBEÑOS,América Del Sur y el Caribe,EL CARIBE,08 OTROS,Resto del Mundo,Turista,6.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Japón,ASIA,Asia,ASIA DEL NORDESTE,06 RESTO DEL MUNDO,Resto del Mundo,Turista,249.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Jordania,OTROS ORIENTE MEDIO,Oriente Medio,ORIENTE MEDIO,08 OTROS,Resto del Mundo,Turista,7.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Katar,OTROS ORIENTE MEDIO,Oriente Medio,ORIENTE MEDIO,08 OTROS,Resto del Mundo,Turista,7.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Kenia,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA ORIENTAL,08 OTROS,Resto del Mundo,Turista,10.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,La ex República Yugoslava de Macedonia,OTROS EUROPEOS,Europa,EUROPA MERIDIONAL,08 OTROS,Europa,Turista,3.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Lesoto,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA AUSTRAL,08 OTROS,Resto del Mundo,Turista,1.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Letonia,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,1.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Libia,OTROS ORIENTE MEDIO,Oriente Medio,ORIENTE MEDIO,08 OTROS,Resto del Mundo,Turista,1.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Lituania,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,3.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Luxemburgo,OTROS EUROPEOS,Europa,EUROPA OCCIDENTAL,08 OTROS,Europa,Turista,6.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Líbano,OTROS ORIENTE MEDIO,Oriente Medio,ORIENTE MEDIO,08 OTROS,Resto del Mundo,Turista,5.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Malasia,OTROS ASIA,Asia,ASIA DEL SUDESTE,08 OTROS,Resto del Mundo,Turista,13.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Malawi,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA ORIENTAL,08 OTROS,Resto del Mundo,Turista,1.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Malta,OTROS EUROPEOS,Europa,EUROPA MERIDIONAL,08 OTROS,Europa,Turista,11.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Marruecos,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA DEL NORTE,08 OTROS,Resto del Mundo,Turista,9.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Montenegro,OTROS EUROPEOS,Europa,EUROPA MERIDIONAL,08 OTROS,Europa,Turista,2.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,México,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,México,Turista,2961.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Namibia,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA AUSTRAL,08 OTROS,Resto del Mundo,Turista,4.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Nicaragua,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Resto de Centro América,Turista,680.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Nigeria,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA OCCIDENTAL,08 OTROS,Resto del Mundo,Turista,10.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Noruega,EUROPA,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,201.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Nueva Zelanda,OCEANÍA,Oceanía,AUSTRALASIA,08 OTROS,Resto del Mundo,Turista,27.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Níger,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA OCCIDENTAL,08 OTROS,Resto del Mundo,Turista,2.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,OTROS PAISES DEL MUNDO,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,OTROS EUROPA,08 OTROS,Resto del Mundo,Turista,4.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Pakistán,OTROS ASIA,Asia,ASIA MERIDIONAL,08 OTROS,Resto del Mundo,Turista,2.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Panamá,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Resto de Centro América,Turista,773.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Paraguay,OTROS SUDAMERICANOS,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,39.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Países Bajos,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,351.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Perú,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,240.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Polonia,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,92.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Portugal,OTROS EUROPEOS,Europa,EUROPA MERIDIONAL,08 OTROS,Europa,Turista,52.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Reino Unido de Gran Bretaña e Irlanda del Norte,EUROPA,Europa,EUROPA DEL NORTE,04 EUROPA,Europa,Turista,575.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,República Checa,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,36.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,República Democrática Popular Lao,OTROS ASIA,Asia,ASIA DEL SUDESTE,08 OTROS,Resto del Mundo,Turista,1.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,República Dominicana,EL CARIBE,América Del Sur y el Caribe,EL CARIBE,08 OTROS,Resto del Mundo,Turista,184.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,República Popular Democrática de Corea,ASIA,Asia,ASIA DEL NORDESTE,08 OTROS,Resto del Mundo,Turista,4.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,República Unida de Tanzania,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA ORIENTAL,08 OTROS,Resto del Mundo,Turista,2.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,República de Corea,ASIA,Asia,ASIA DEL NORDESTE,08 OTROS,Resto del Mundo,Turista,534.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,República de Moldova,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,2.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,República Árabe Siria,OTROS ORIENTE MEDIO,Oriente Medio,ORIENTE MEDIO,08 OTROS,Resto del Mundo,Turista,7.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Rumania,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,13.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,San Cristóbal y Nieves,OTROS CARIBEÑOS,América Del Sur y el Caribe,EL CARIBE,08 OTROS,Resto del Mundo,Turista,1.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,San Marino,OTROS EUROPEOS,Europa,EUROPA MERIDIONAL,08 OTROS,Europa,Turista,2.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Santo Tomé y Príncipe,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA CENTRAL,08 OTROS,Resto del Mundo,Turista,68.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Serbia,OTROS EUROPEOS,Europa,EUROPA MERIDIONAL,08 OTROS,Europa,Turista,1.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Sierra Leona,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA OCCIDENTAL,08 OTROS,Resto del Mundo,Turista,1.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Singapur,OTROS ASIA,Asia,ASIA DEL SUDESTE,08 OTROS,Resto del Mundo,Turista,6.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Sri Lanka,OTROS ASIA,Asia,ASIA MERIDIONAL,08 OTROS,Resto del Mundo,Turista,2.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Sudáfrica,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA AUSTRAL,08 OTROS,Resto del Mundo,Turista,24.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Sudán,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA DEL NORTE,08 OTROS,Resto del Mundo,Turista,2.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Suecia,EUROPA,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,218.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Suiza,EUROPA,Europa,EUROPA OCCIDENTAL,08 OTROS,Europa,Turista,241.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Suriname,OTROS SUDAMERICANOS,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,5.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Tailandia,OTROS ASIA,Asia,ASIA DEL SUDESTE,08 OTROS,Resto del Mundo,Turista,6.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Timor-Leste,OTROS ASIA,Asia,ASIA DEL SUDESTE,08 OTROS,Resto del Mundo,Turista,2.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Trinidad y Tobago,OTROS CARIBEÑOS,América Del Sur y el Caribe,EL CARIBE,08 OTROS,Resto del Mundo,Turista,7.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Turquía,OTROS EUROPEOS,Europa,EUROPA MEDITERRÁNEA ORIENTAL,08 OTROS,Europa,Turista,7.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Ucrania,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,2.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Uganda,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA ORIENTAL,08 OTROS,Resto del Mundo,Turista,1.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Uruguay,OTROS SUDAMERICANOS,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,128.0,2009-01-01
2009,1,Ene,Aérea,01 La Aurora,Venezuela (República Bolivariana de),AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,378.0,2009-01-01
2009,1,Ene,Aérea,02 Mundo Maya,Alemania,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,36.0,2009-01-01
2009,1,Ene,Aérea,02 Mundo Maya,Argentina,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,03 SUDAMÉRICA,Suramérica,Turista,7.0,2009-01-01
2009,1,Ene,Aérea,02 Mundo Maya,Australia,OCEANÍA,Oceanía,AUSTRALASIA,06 RESTO DEL MUNDO,Resto del Mundo,Turista,14.0,2009-01-01
2009,1,Ene,Aérea,02 Mundo Maya,Austria,EUROPA,Europa,EUROPA OCCIDENTAL,08 OTROS,Europa,Turista,11.0,2009-01-01
2009,1,Ene,Aérea,02 Mundo Maya,Belice,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Belice,Turista,14.0,2009-01-01
2009,1,Ene,Aérea,02 Mundo Maya,Brasil,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,03 SUDAMÉRICA,Suramérica,Turista,1.0,2009-01-01
2009,1,Ene,Aérea,02 Mundo Maya,Canadá,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Canadá,Turista,28.0,2009-01-01
2009,1,Ene,Aérea,02 Mundo Maya,Chile,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,7.0,2009-01-01
2009,1,Ene,Aérea,02 Mundo Maya,Dinamarca,EUROPA,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,3.0,2009-01-01
2009,1,Ene,Aérea,02 Mundo Maya,El Salvador,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,El Salvador,Turista,1.0,2009-01-01
2009,1,Ene,Aérea,02 Mundo Maya,Eslovaquia,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,1.0,2009-01-01
